POLITICAL_UNIT,NAME,WGMS_ID,YEAR,LOWER_BOUND,UPPER_BOUND,AREA,WINTER_BALANCE,WINTER_BALANCE_UNC,SUMMER_BALANCE,SUMMER_BALANCE_UNC,ANNUAL_BALANCE,ANNUAL_BALANCE_UNC,REMARKS
AQ,BAHIA DEL DIABLO,2665,2001,188,262,,,,,,-250,,Balance based on old area.
AQ,BAHIA DEL DIABLO,2665,2001,262,338,,,,,,-260,,Balance based on old area.
AQ,BAHIA DEL DIABLO,2665,2001,338,412,,,,,,0,,Balance based on old area.
AQ,BAHIA DEL DIABLO,2665,2001,412,488,,,,,,330,,Balance based on old area.
AQ,BAHIA DEL DIABLO,2665,2001,488,562,,,,,,320,,Balance based on old area.
AQ,BAHIA DEL DIABLO,2665,2001,562,638,,,,,,220,,Balance based on old area.
AQ,BAHIA DEL DIABLO,2665,2001,9999,9999,12.9,,,,,-60,30,"Value has been revised according to new glacier area (Marinsek, 2013). Old values: 14.3 km2; -60 mm w.e."
AQ,BAHIA DEL DIABLO,2665,2002,38,112,,,,,,-2800,,Balance based on old area.
AQ,BAHIA DEL DIABLO,2665,2002,112,188,,,,,,-1550,,Balance based on old area.
AQ,BAHIA DEL DIABLO,2665,2002,188,262,,,,,,-750,,Balance based on old area.
AQ,BAHIA DEL DIABLO,2665,2002,262,338,,,,,,-750,,Balance based on old area.
AQ,BAHIA DEL DIABLO,2665,2002,338,412,,,,,,-300,,Balance based on old area.
AQ,BAHIA DEL DIABLO,2665,2002,412,488,,,,,,50,,Balance based on old area.
AQ,BAHIA DEL DIABLO,2665,2002,488,562,,,,,,130,,Balance based on old area.
AQ,BAHIA DEL DIABLO,2665,2002,562,638,,,,,,-50,,Balance based on old area.
AQ,BAHIA DEL DIABLO,2665,2002,9999,9999,12.9,,,,,-560,30,"Value has been revised according to new glacier area (Marinsek, 2013). Old values: 14.3 km2; -510 mm w.e."
AQ,BAHIA DEL DIABLO,2665,2003,38,112,,,,,,-1300,,Balance based on old area.
AQ,BAHIA DEL DIABLO,2665,2003,112,188,,,,,,-750,,Balance based on old area.
AQ,BAHIA DEL DIABLO,2665,2003,188,262,,,,,,-225,,Balance based on old area.
AQ,BAHIA DEL DIABLO,2665,2003,262,338,,,,,,-300,,Balance based on old area.
AQ,BAHIA DEL DIABLO,2665,2003,338,412,,,,,,-50,,Balance based on old area.
AQ,BAHIA DEL DIABLO,2665,2003,412,488,,,,,,140,,Balance based on old area.
AQ,BAHIA DEL DIABLO,2665,2003,488,562,,,,,,250,,Balance based on old area.
AQ,BAHIA DEL DIABLO,2665,2003,562,638,,,,,,75,,Balance based on old area.
AQ,BAHIA DEL DIABLO,2665,2003,9999,9999,12.9,,,,,-180,30,"Value has been revised according to new glacier area (Marinsek, 2013). Old values: 14.3 km2; -150 mm w.e."
AQ,BAHIA DEL DIABLO,2665,2004,38,112,,,,,,-1400,,Balance based on old area.
AQ,BAHIA DEL DIABLO,2665,2004,112,188,,,,,,-700,,Balance based on old area.
AQ,BAHIA DEL DIABLO,2665,2004,188,262,,,,,,-300,,Balance based on old area.
AQ,BAHIA DEL DIABLO,2665,2004,262,338,,,,,,-250,,Balance based on old area.
AQ,BAHIA DEL DIABLO,2665,2004,338,412,,,,,,-25,,Balance based on old area.
AQ,BAHIA DEL DIABLO,2665,2004,412,488,,,,,,150,,Balance based on old area.
AQ,BAHIA DEL DIABLO,2665,2004,488,562,,,,,,300,,Balance based on old area.
AQ,BAHIA DEL DIABLO,2665,2004,562,638,,,,,,125,,Balance based on old area.
AQ,BAHIA DEL DIABLO,2665,2004,9999,9999,12.9,,,,,-120,30,"Value has been revised according to new glacier area (Marinsek, 2013). Old values: 14.3 km2; -110 mm w.e."
AQ,BAHIA DEL DIABLO,2665,2005,38,112,,,,,,-1700,,Balance based on old area.
AQ,BAHIA DEL DIABLO,2665,2005,112,188,,,,,,-900,,Balance based on old area.
AQ,BAHIA DEL DIABLO,2665,2005,188,262,,,,,,-450,,Balance based on old area.
AQ,BAHIA DEL DIABLO,2665,2005,262,338,,,,,,-350,,Balance based on old area.
AQ,BAHIA DEL DIABLO,2665,2005,338,412,,,,,,-100,,Balance based on old area.
AQ,BAHIA DEL DIABLO,2665,2005,412,488,,,,,,100,,Balance based on old area.
AQ,BAHIA DEL DIABLO,2665,2005,488,562,,,,,,225,,Balance based on old area.
AQ,BAHIA DEL DIABLO,2665,2005,562,638,,,,,,50,,Balance based on old area.
AQ,BAHIA DEL DIABLO,2665,2005,9999,9999,12.9,,,,,-140,30,"Value has been revised according to new glacier area (Marinsek, 2013). Old values: 14.3 km2; -230 mm w.e."
AQ,BAHIA DEL DIABLO,2665,2006,38,112,,,,,,-2300,,Balance based on old area.
AQ,BAHIA DEL DIABLO,2665,2006,112,188,,,,,,-1650,,Balance based on old area.
AQ,BAHIA DEL DIABLO,2665,2006,188,262,,,,,,-850,,Balance based on old area.
AQ,BAHIA DEL DIABLO,2665,2006,262,338,,,,,,-550,,Balance based on old area.
AQ,BAHIA DEL DIABLO,2665,2006,338,412,,,,,,-350,,Balance based on old area.
AQ,BAHIA DEL DIABLO,2665,2006,412,488,,,,,,50,,Balance based on old area.
AQ,BAHIA DEL DIABLO,2665,2006,488,562,,,,,,125,,Balance based on old area.
AQ,BAHIA DEL DIABLO,2665,2006,562,638,,,,,,-50,,Balance based on old area.
AQ,BAHIA DEL DIABLO,2665,2006,9999,9999,12.9,,,,,-450,30,"Value has been revised according to new glacier area (Marinsek, 2013). Old values: 14.3 km2; -580 mm w.e."
AQ,BAHIA DEL DIABLO,2665,2007,38,112,,,,,,-1400,,Balance based on old area.
AQ,BAHIA DEL DIABLO,2665,2007,112,188,,,,,,-1000,,Balance based on old area.
AQ,BAHIA DEL DIABLO,2665,2007,188,262,,,,,,-550,,Balance based on old area.
AQ,BAHIA DEL DIABLO,2665,2007,262,338,,,,,,-250,,Balance based on old area.
AQ,BAHIA DEL DIABLO,2665,2007,338,412,,,,,,0,,Balance based on old area.
AQ,BAHIA DEL DIABLO,2665,2007,412,488,,,,,,150,,Balance based on old area.
AQ,BAHIA DEL DIABLO,2665,2007,488,562,,,,,,500,,Balance based on old area.
AQ,BAHIA DEL DIABLO,2665,2007,562,638,,,,,,200,,Balance based on old area.
AQ,BAHIA DEL DIABLO,2665,2007,9999,9999,12.9,,,,,-140,30,"Value has been revised according to new glacier area (Marinsek, 2013). Old values: 14.3 km2; -80 mm w.e."
AQ,BAHIA DEL DIABLO,2665,2008,38,112,,,,,,-2300,,Balance based on old area.
AQ,BAHIA DEL DIABLO,2665,2008,112,188,,,,,,-1500,,Balance based on old area.
AQ,BAHIA DEL DIABLO,2665,2008,188,262,,,,,,-650,,Balance based on old area.
AQ,BAHIA DEL DIABLO,2665,2008,262,338,,,,,,-400,,Balance based on old area.
AQ,BAHIA DEL DIABLO,2665,2008,338,412,,,,,,-250,,Balance based on old area.
AQ,BAHIA DEL DIABLO,2665,2008,412,488,,,,,,50,,Balance based on old area.
AQ,BAHIA DEL DIABLO,2665,2008,488,562,,,,,,75,,Balance based on old area.
AQ,BAHIA DEL DIABLO,2665,2008,562,638,,,,,,-40,,Balance based on old area.
AQ,BAHIA DEL DIABLO,2665,2008,9999,9999,12.9,,,,,-440,30,"Value has been revised according to new glacier area (Marinsek, 2013). Old values: 14.3 km2; -530 mm w.e."
AQ,BAHIA DEL DIABLO,2665,2009,38,112,,,,,,-2000,,Balance based on old area.
AQ,BAHIA DEL DIABLO,2665,2009,112,188,,,,,,-1700,,Balance based on old area.
AQ,BAHIA DEL DIABLO,2665,2009,188,262,,,,,,-1200,,Balance based on old area.
AQ,BAHIA DEL DIABLO,2665,2009,262,338,,,,,,-600,,Balance based on old area.
AQ,BAHIA DEL DIABLO,2665,2009,338,412,,,,,,-100,,Balance based on old area.
AQ,BAHIA DEL DIABLO,2665,2009,412,488,,,,,,300,,Balance based on old area.
AQ,BAHIA DEL DIABLO,2665,2009,488,562,,,,,,450,,Balance based on old area.
AQ,BAHIA DEL DIABLO,2665,2009,562,638,,,,,,325,,Balance based on old area.
AQ,BAHIA DEL DIABLO,2665,2009,9999,9999,12.9,,,,,-330,30,"Value has been revised according to new glacier area (Marinsek, 2013). Old values: 14.3 km2; -255 mm w.e."
AQ,BAHIA DEL DIABLO,2665,2010,38,112,,,,,,0,,"Value has been revised according to new glacier area (Marinsek, 2013)."
AQ,BAHIA DEL DIABLO,2665,2010,112,188,,,,,,200,,"Value has been revised according to new glacier area (Marinsek, 2013)."
AQ,BAHIA DEL DIABLO,2665,2010,188,262,,,,,,100,,"Value has been revised according to new glacier area (Marinsek, 2013)."
AQ,BAHIA DEL DIABLO,2665,2010,262,338,,,,,,300,,"Value has been revised according to new glacier area (Marinsek, 2013)."
AQ,BAHIA DEL DIABLO,2665,2010,338,412,,,,,,420,,"Value has been revised according to new glacier area (Marinsek, 2013)."
AQ,BAHIA DEL DIABLO,2665,2010,412,488,,,,,,600,,"Value has been revised according to new glacier area (Marinsek, 2013)."
AQ,BAHIA DEL DIABLO,2665,2010,488,562,,,,,,400,,"Value has been revised according to new glacier area (Marinsek, 2013)."
AQ,BAHIA DEL DIABLO,2665,2010,562,630,,,,,,600,,"Value has been revised according to new glacier area (Marinsek, 2013)."
AQ,BAHIA DEL DIABLO,2665,2010,9999,9999,12.9,,,,,370,30,"Value has been revised according to new glacier area (Marinsek, 2013). Old values: 14.3 km2; 370 mm w.e."
AQ,BAHIA DEL DIABLO,2665,2011,38,112,,,,,,-1300,,"Value has been revised according to new glacier area (Marinsek, 2013)."
AQ,BAHIA DEL DIABLO,2665,2011,112,188,,,,,,-700,,"Value has been revised according to new glacier area (Marinsek, 2013)."
AQ,BAHIA DEL DIABLO,2665,2011,188,262,,,,,,-300,,"Value has been revised according to new glacier area (Marinsek, 2013)."
AQ,BAHIA DEL DIABLO,2665,2011,262,338,,,,,,-100,,"Value has been revised according to new glacier area (Marinsek, 2013)."
AQ,BAHIA DEL DIABLO,2665,2011,338,412,,,,,,240,,"Value has been revised according to new glacier area (Marinsek, 2013)."
AQ,BAHIA DEL DIABLO,2665,2011,412,488,,,,,,430,,"Value has been revised according to new glacier area (Marinsek, 2013)."
AQ,BAHIA DEL DIABLO,2665,2011,488,562,,,,,,700,,"Value has been revised according to new glacier area (Marinsek, 2013)."
AQ,BAHIA DEL DIABLO,2665,2011,562,630,,,,,,200,,"Value has been revised according to new glacier area (Marinsek, 2013)."
AQ,BAHIA DEL DIABLO,2665,2011,9999,9999,12.9,,,,,20,30,"Value has been revised according to new glacier area (Marinsek, 2013). Old values: 14.3 km2; 60 mm w.e."
AQ,BAHIA DEL DIABLO,2665,2012,38,112,,,,,,-1500,,
AQ,BAHIA DEL DIABLO,2665,2012,112,188,,,,,,-750,,
AQ,BAHIA DEL DIABLO,2665,2012,188,262,,,,,,-550,,
AQ,BAHIA DEL DIABLO,2665,2012,262,338,,,,,,-200,,
AQ,BAHIA DEL DIABLO,2665,2012,338,412,,,,,,0,,
AQ,BAHIA DEL DIABLO,2665,2012,412,488,,,,,,450,,
AQ,BAHIA DEL DIABLO,2665,2012,488,562,,,,,,380,,
AQ,BAHIA DEL DIABLO,2665,2012,562,630,,,,,,350,,
AQ,BAHIA DEL DIABLO,2665,2012,9999,9999,12.9,,,,,-20,30,
AQ,BAHIA DEL DIABLO,2665,2013,38,112,,,,,,-600,,
AQ,BAHIA DEL DIABLO,2665,2013,112,188,,,,,,-500,,
AQ,BAHIA DEL DIABLO,2665,2013,188,262,,,,,,-250,,
AQ,BAHIA DEL DIABLO,2665,2013,262,338,,,,,,50,,
AQ,BAHIA DEL DIABLO,2665,2013,338,412,,,,,,400,,
AQ,BAHIA DEL DIABLO,2665,2013,412,488,,,,,,470,,
AQ,BAHIA DEL DIABLO,2665,2013,488,562,,,,,,500,,
AQ,BAHIA DEL DIABLO,2665,2013,562,630,,,,,,250,,
AQ,BAHIA DEL DIABLO,2665,2013,9999,9999,12.9,,,,,100,30,
AQ,BAHIA DEL DIABLO,2665,2014,38,112,,,,,,-600,,
AQ,BAHIA DEL DIABLO,2665,2014,112,188,,,,,,-200,,
AQ,BAHIA DEL DIABLO,2665,2014,188,262,,,,,,-180,,
AQ,BAHIA DEL DIABLO,2665,2014,262,338,,,,,,-100,,
AQ,BAHIA DEL DIABLO,2665,2014,338,412,,,,,,250,,
AQ,BAHIA DEL DIABLO,2665,2014,412,488,,,,,,470,,
AQ,BAHIA DEL DIABLO,2665,2014,488,562,,,,,,550,,
AQ,BAHIA DEL DIABLO,2665,2014,562,630,,,,,,600,,
AQ,BAHIA DEL DIABLO,2665,2014,9999,9999,12.9,,,,,190,10,
AQ,BAHIA DEL DIABLO,2665,2015,38,112,,,,,,-1300,,
AQ,BAHIA DEL DIABLO,2665,2015,112,188,,,,,,-1100,,
AQ,BAHIA DEL DIABLO,2665,2015,188,262,,,,,,-800,,
AQ,BAHIA DEL DIABLO,2665,2015,262,338,,,,,,-400,,
AQ,BAHIA DEL DIABLO,2665,2015,338,412,,,,,,-100,,
AQ,BAHIA DEL DIABLO,2665,2015,412,488,,,,,,600,,
AQ,BAHIA DEL DIABLO,2665,2015,488,562,,,,,,350,,
AQ,BAHIA DEL DIABLO,2665,2015,562,630,,,,,,400,,
AQ,BAHIA DEL DIABLO,2665,2015,9999,9999,12.89999961853027,,,,,25,30,
AQ,BAHIA DEL DIABLO,2665,2016,38,112,,,,,,-1625,,
AQ,BAHIA DEL DIABLO,2665,2016,112,188,,,,,,-1050,,
AQ,BAHIA DEL DIABLO,2665,2016,188,262,,,,,,-1000,,
AQ,BAHIA DEL DIABLO,2665,2016,262,338,,,,,,-650,,
AQ,BAHIA DEL DIABLO,2665,2016,338,412,,,,,,-50,,
AQ,BAHIA DEL DIABLO,2665,2016,412,488,,,,,,-250,,
AQ,BAHIA DEL DIABLO,2665,2016,488,562,,,,,,250,,
AQ,BAHIA DEL DIABLO,2665,2016,562,630,,,,,,100,,
AQ,BAHIA DEL DIABLO,2665,2016,9999,9999,12.9,,,,,-561,,
AQ,BAHIA DEL DIABLO,2665,2017,38,112,,,,,,-1400,,
AQ,BAHIA DEL DIABLO,2665,2017,112,188,,,,,,-850,,
AQ,BAHIA DEL DIABLO,2665,2017,188,262,,,,,,-730,,
AQ,BAHIA DEL DIABLO,2665,2017,262,338,,,,,,-500,,
AQ,BAHIA DEL DIABLO,2665,2017,338,412,,,,,,-150,,
AQ,BAHIA DEL DIABLO,2665,2017,412,488,,,,,,-30,,
AQ,BAHIA DEL DIABLO,2665,2017,488,562,,,,,,25,,
AQ,BAHIA DEL DIABLO,2665,2017,562,630,,,,,,15,,
AQ,BAHIA DEL DIABLO,2665,2017,9999,9999,,,,,,-380,,
AQ,BAHIA DEL DIABLO,2665,2018,38,112,0.25,,,,,-760,,
AQ,BAHIA DEL DIABLO,2665,2018,112,188,2.16,,,,,-1670,,
AQ,BAHIA DEL DIABLO,2665,2018,188,262,1.92,,,,,-520,,
AQ,BAHIA DEL DIABLO,2665,2018,262,338,0.63,,,,,-230,,
AQ,BAHIA DEL DIABLO,2665,2018,338,412,1.29,,,,,70,,
AQ,BAHIA DEL DIABLO,2665,2018,412,488,2.06,,,,,430,,
AQ,BAHIA DEL DIABLO,2665,2018,488,562,2.8,,,,,550,,
AQ,BAHIA DEL DIABLO,2665,2018,562,630,1.79,,,,,500,,
AQ,BAHIA DEL DIABLO,2665,2018,9999,9999,12.9,,,,,-130,30,
AQ,BAHIA DEL DIABLO,2665,2019,38,112,0.25,,,,,-650,,Areas assumed from previous years.
AQ,BAHIA DEL DIABLO,2665,2019,112,188,2.16,,,,,-885,,Areas assumed from previous years.
AQ,BAHIA DEL DIABLO,2665,2019,188,262,1.92,,,,,-590,,Areas assumed from previous years.
AQ,BAHIA DEL DIABLO,2665,2019,262,338,0.63,,,,,0,,Areas assumed from previous years.
AQ,BAHIA DEL DIABLO,2665,2019,338,412,1.29,,,,,170,,Areas assumed from previous years.
AQ,BAHIA DEL DIABLO,2665,2019,412,488,2.06,,,,,400,,Areas assumed from previous years.
AQ,BAHIA DEL DIABLO,2665,2019,488,562,2.8,,,,,920,,Areas assumed from previous years.
AQ,BAHIA DEL DIABLO,2665,2019,562,630,1.79,,,,,365,,Areas assumed from previous years.
AQ,BAHIA DEL DIABLO,2665,2019,9999,9999,12.9,,,,,-40,,Areas assumed from previous years.
AQ,BAHIA DEL DIABLO,2665,2020,38,112,,,,,,-1213,,
AQ,BAHIA DEL DIABLO,2665,2020,112,188,,,,,,-1162,,
AQ,BAHIA DEL DIABLO,2665,2020,188,262,,,,,,-931,,
AQ,BAHIA DEL DIABLO,2665,2020,262,338,,,,,,-878,,
AQ,BAHIA DEL DIABLO,2665,2020,338,412,,,,,,-693,,
AQ,BAHIA DEL DIABLO,2665,2020,412,488,,,,,,-216,,
AQ,BAHIA DEL DIABLO,2665,2020,488,562,,,,,,-178,,
AQ,BAHIA DEL DIABLO,2665,2020,562,630,,,,,,252,,
AQ,BAHIA DEL DIABLO,2665,2020,9999,9999,12.87,,,,,-400,30,
AQ,BAHIA DEL DIABLO,2665,2021,38,112,,,,,,-2307,,
AQ,BAHIA DEL DIABLO,2665,2021,112,188,,,,,,-1911,,
AQ,BAHIA DEL DIABLO,2665,2021,188,262,,,,,,-1329,,
AQ,BAHIA DEL DIABLO,2665,2021,262,338,,,,,,-839,,
AQ,BAHIA DEL DIABLO,2665,2021,338,412,,,,,,-563,,
AQ,BAHIA DEL DIABLO,2665,2021,412,488,,,,,,-137,,
AQ,BAHIA DEL DIABLO,2665,2021,488,562,,,,,,78,,
AQ,BAHIA DEL DIABLO,2665,2021,562,630,,,,,,129,,
AQ,BAHIA DEL DIABLO,2665,2021,9999,9999,12.87,,,,,-740,30,
AQ,BELLINGSHAUSEN,6833,1992,9999,9999,,,,,,163,,
AQ,BELLINGSHAUSEN,6833,2008,9999,9999,11.02000045776367,654,,-736,,-82,,
AQ,BELLINGSHAUSEN,6833,2009,9999,9999,11.02000045776367,565,,-1259,,-694,,
AQ,BELLINGSHAUSEN,6833,2010,9999,9999,11.02000045776367,801,,-426,,375,,
AQ,BELLINGSHAUSEN,6833,2011,9999,9999,11.02000045776367,1023,,-941,,93,,
AQ,BELLINGSHAUSEN,6833,2012,9999,9999,11.02000045776367,710,,-1139,,-429,,
AQ,COMMONWEALTH,878,1994,9999,9999,52.20000076293945,36,23,-32,15,4,27,
AQ,COMMONWEALTH,878,1995,9999,9999,52.20000076293945,51,26,1,14,52,29,
AQ,COMMONWEALTH,878,1996,9999,9999,52.20000076293945,-14,22,-7,11,-21,25,
AQ,COMMONWEALTH,878,1997,9999,9999,52.20000076293945,9,18,27,17,36,25,
AQ,COMMONWEALTH,878,1998,9999,9999,52.20000076293945,41,31,-10,9,31,32,
AQ,COMMONWEALTH,878,1999,9999,9999,52.20000076293945,5,18,-21,27,-16,33,
AQ,COMMONWEALTH,878,2000,9999,9999,52.20000076293945,14,18,-24,23,-10,29,
AQ,COMMONWEALTH,878,2001,9999,9999,52.20000076293945,2,22,-6,10,-4,25,
AQ,COMMONWEALTH,878,2002,9999,9999,52.20000076293945,-3,36,-132,103,-135,110,
AQ,COMMONWEALTH,878,2003,9999,9999,52.20000076293945,11,25,6,14,17,29,
AQ,COMMONWEALTH,878,2004,9999,9999,52.20000076293945,-36,36,11,15,-25,39,
AQ,COMMONWEALTH,878,2005,9999,9999,52.20000076293945,-27,48,-9,47,-36,67,
AQ,COMMONWEALTH,878,2006,9999,9999,52.20000076293945,52,51,-20,21,32,55,
AQ,COMMONWEALTH,878,2007,9999,9999,52.20000076293945,-3,29,-30,29,-33,41,
AQ,COMMONWEALTH,878,2008,9999,9999,52.20000076293945,-5,17,-2,19,-7,26,
AQ,COMMONWEALTH,878,2009,9999,9999,52.20000076293945,0,31,-48,25,-48,40,
AQ,COMMONWEALTH,878,2010,9999,9999,52.20000076293945,1,23,8,19,10,30,
AQ,COMMONWEALTH,878,2011,9999,9999,52.20000076293945,34,29,-53,106,-19,108,
AQ,COMMONWEALTH,878,2012,9999,9999,52.20000076293945,12,33,-25,20,-12,39,
AQ,COMMONWEALTH,878,2013,9999,9999,52.20000076293945,,,,,26,34,
AQ,DAVIES DOME,10404,2010,9999,9999,6.49,,,,,190,150,
AQ,DAVIES DOME,10404,2011,9999,9999,6.49,,,,,80,120,
AQ,DAVIES DOME,10404,2012,9999,9999,6.49,,,,,-210,170,
AQ,DAVIES DOME,10404,2013,9999,9999,6.49,,,,,110,200,
AQ,DAVIES DOME,10404,2014,9999,9999,6.49,,,,,40,100,
AQ,DAVIES DOME,10404,2015,9999,9999,6.49,,,,,-90,130,
AQ,FLAGSTAFF,3974,1958,9999,9999,,,,,,-537,,
AQ,G1,3925,1969,9999,9999,,,,,,-10,,
AQ,G1,3925,1970,9999,9999,,,,,,-300,,
AQ,G1,3925,1971,9999,9999,,,,,,-560,,
AQ,G1,3925,1972,9999,9999,,,,,,-900,,
AQ,G1,3925,1973,9999,9999,,,,,,-600,,
AQ,G1,3925,1974,9999,9999,,,,,,-100,,
AQ,GALINDEZ ICE CAP,3975,1960,9999,9999,,,,,,116,,Multi-annual observation (695 mm w.e.) evenly distributed to corresponding years.
AQ,GALINDEZ ICE CAP,3975,1961,9999,9999,,,,,,116,,Multi-annual observation (695 mm w.e.) evenly distributed to corresponding years.
AQ,GALINDEZ ICE CAP,3975,1962,9999,9999,,,,,,116,,Multi-annual observation (695 mm w.e.) evenly distributed to corresponding years.
AQ,GALINDEZ ICE CAP,3975,1963,9999,9999,,,,,,116,,Multi-annual observation (695 mm w.e.) evenly distributed to corresponding years.
AQ,GALINDEZ ICE CAP,3975,1964,9999,9999,,,,,,116,,Multi-annual observation (695 mm w.e.) evenly distributed to corresponding years.
AQ,GALINDEZ ICE CAP,3975,1965,9999,9999,,,,,,116,,Multi-annual observation (695 mm w.e.) evenly distributed to corresponding years.
AQ,HEIMDALL,890,1972,9999,9999,7.96,0,,10,,-10,,
AQ,HEIMDALL,890,1973,9999,9999,7.96,-10,,0,,-20,,
AQ,HEIMDALL,890,1974,9999,9999,7.96,0,,20,,-20,,
AQ,HEIMDALL,890,1975,9999,9999,7.96,20,,30,,-10,,
AQ,HOWARD,3973,1994,9999,9999,8.300000190734863,33,28,-19,37,14,47,
AQ,HOWARD,3973,1995,9999,9999,8.300000190734863,37,44,5,47,42,64,
AQ,HOWARD,3973,1996,9999,9999,8.300000190734863,-36,25,0,37,-36,44,
AQ,HOWARD,3973,1997,9999,9999,8.300000190734863,13,35,8,27,21,44,
AQ,HOWARD,3973,1998,9999,9999,8.300000190734863,12,50,-8,22,4,54,
AQ,HOWARD,3973,1999,9999,9999,8.300000190734863,26,35,-14,22,12,41,
AQ,HOWARD,3973,2000,9999,9999,8.300000190734863,-9,23,-24,21,-33,31,
AQ,HOWARD,3973,2001,9999,9999,8.300000190734863,-14,26,-1,13,-15,29,
AQ,HOWARD,3973,2002,9999,9999,8.300000190734863,-12,48,-87,62,-99,78,
AQ,HOWARD,3973,2003,9999,9999,8.300000190734863,-17,29,-2,62,-19,68,
AQ,HOWARD,3973,2004,9999,9999,8.300000190734863,-47,26,16,21,-31,33,
AQ,HOWARD,3973,2005,9999,9999,8.300000190734863,-40,116,12,21,-28,118,
AQ,HOWARD,3973,2006,9999,9999,8.300000190734863,31,33,-7,25,24,42,
AQ,HOWARD,3973,2007,9999,9999,8.300000190734863,-35,58,-27,36,-62,68,
AQ,HOWARD,3973,2008,9999,9999,8.300000190734863,-15,22,-4,18,-19,29,
AQ,HOWARD,3973,2009,9999,9999,8.300000190734863,20,48,-42,27,-22,55,
AQ,HOWARD,3973,2010,9999,9999,8.300000190734863,-18,28,5,25,-12,38,
AQ,HOWARD,3973,2011,9999,9999,8.300000190734863,24,41,-47,34,-21,53,
AQ,HOWARD,3973,2012,9999,9999,8.300000190734863,-12,31,-17,48,-28,57,
AQ,HOWARD,3973,2013,9999,9999,8.300000190734863,,,,,27,75,
AQ,HURD,3367,2002,9999,9999,4.034,530,50,-670,50,-140,70,
AQ,HURD,3367,2003,9999,9999,4.034,540,50,-1060,50,-520,70,
AQ,HURD,3367,2004,9999,9999,4.034,630,75,-620,50,10,90,
AQ,HURD,3367,2005,9999,9999,4.034,610,75,-730,50,-120,90,
AQ,HURD,3367,2006,9999,9999,4.034,560,50,-1420,50,-860,70,
AQ,HURD,3367,2007,9999,9999,4.034,350,50,-890,50,-540,70,
AQ,HURD,3367,2008,9999,9999,4.034,820,50,-630,50,190,70,
AQ,HURD,3367,2009,9999,9999,4.034,510,50,-900,50,-390,70,
AQ,HURD,3367,2010,9999,9999,4.034,740,50,-200,50,540,70,
AQ,HURD,3367,2011,9999,9999,4.034,900,50,-610,50,290,70,Lower and upper boundary of altitude interval was given as 4 and 334
AQ,HURD,3367,2012,9999,9999,4.034,520,50,-710,50,-190,70,
AQ,HURD,3367,2013,9999,9999,4.034,780,50,-570,50,210,70,
AQ,HURD,3367,2014,9999,9999,4.033999919891357,670,70,-270,70,400,100,
AQ,HURD,3367,2015,9999,9999,4.033999919891357,940,50,-380,50,560,70,
AQ,HURD,3367,2016,9999,9999,4.033999919891357,670,50,-380,50,290,70,
AQ,HURD,3367,2017,9999,9999,4.034,510,50,-930,50,-420,70,
AQ,HURD,3367,2018,9999,9999,4.034,340,50,-900,50,-560,70,
AQ,HURD,3367,2019,9999,9999,4.034,560,50,-370,50,190,70,
AQ,HURD,3367,2020,9999,9999,4.034,350,50,-1530,75,-1180,90,
AQ,HURD,3367,2021,9999,9999,4.034,,,,,-180,90,
AQ,JEREMY SYKES,1063,1972,9999,9999,9.92,0,,10,,20,,
AQ,JEREMY SYKES,1063,1973,9999,9999,9.92,-10,,10,,0,,
